def,use
def://app/src/main/res/menu/menu_download.xml[]//menu/item/android:id[]//@+id\/menu_sort[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//onOptionsItemSelected/R.id.menu_sort[]
def://app/src/main/res/menu/menu_download_details.xml[]//menu/item/android:id[]//@+id\/menu_bookmark[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//onOptionsItemSelected/R.id.menu_bookmark[]
def://app/src/main/res/menu/menu_installer.xml[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateOptionsMenu/inflater.inflate/R.menu.menu_installer[]
def://app/src/main/res/layout/tab_support.xml[]//ScrollView/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/android:id[]//@+id\/faqView[],use://app/src/main/java/de/robv/android/xposed/installer/SupportActivity.java[]//onCreateView/v.findViewById/R.id.faqView[]
def://app/src/main/res/layout/list_item_download.xml[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//newView/return/mInflater.inflate/R.layout.list_item_download[]
def://app/src/main/res/layout/list_item_module.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/warning[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//getView/view.findViewById/R.id.warning[]
def://app/src/main/res/layout/download_details.xml[]//ScrollView/LinearLayout/TextView/android:id[]//@+id\/download_description[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsFragment.java[]//onCreateView/view.findViewById/R.id.download_description[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/group/item/android:id[]//@+id\/soft_reboot[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onOptionsItemSelected/R.id.soft_reboot[]
def://app/src/main/res/layout/activity_welcome.xml[]//android.support.v4.widget.DrawerLayout/FrameLayout/FrameLayout/android:id[]//@+id\/content_frame[],use://app/src/main/java/de/robv/android/xposed/installer/WelcomeActivity.java[]//notifyDataSetChanged/findViewById/R.id.content_frame[]
def://app/src/main/res/layout/activity_installation.xml[]//LinearLayout/RelativeLayout/Button/android:id[]//@+id\/reboot[],use://app/src/main/java/de/robv/android/xposed/installer/installation/InstallationActivity.java[]//onCreateView/view.findViewById/R.id.reboot[]
def://app/src/main/res/menu/context_menu_modules.xml[]//menu/item/android:id[]//@+id\/menu_play_store[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//onContextItemSelected/R.id.menu_play_store[]
def://app/src/main/res/menu/context_menu_modules.xml[]//menu/item/android:id[]//@+id\/menu_launch[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//onCreateContextMenu/menu.removeItem/R.id.menu_launch[]
def://app/src/main/res/layout/activity_welcome.xml[]//android.support.v4.widget.DrawerLayout/android.support.design.widget.NavigationView/android:id[]//@+id\/navigation_view[],use://app/src/main/java/de/robv/android/xposed/installer/WelcomeActivity.java[]//onCreate/findViewById/R.id.navigation_view[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/item/android:id[]//@+id\/dexopt_now[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateOptionsMenu/menu.findItem/R.id.dexopt_now[]
def://app/src/main/res/layout-v23/list_item_download.xml[]//FrameLayout/RelativeLayout/TextView/android:id[]//@+id\/downloadStatus[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//bindView/view.findViewById/R.id.downloadStatus[]
def://app/src/main/res/layout/list_item_module.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/title[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//ModuleAdapter/super/R.id.title[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/item/android:id[]//@+id\/dexopt_now[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onOptionsItemSelected/R.id.dexopt_now[]
