use,def
def://src/main/java/com/jeecg/demo/controller/JformOrderMainController.java[]//goAdd/return/ModelAndView[]//com\/jeecg\/demo\/orderOne2Many\/jformOrderMain-add[],def://src/main/webapp/webpage/com/jeecg/demo/orderOne2Many/jformOrderMain-add.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/button/CgformButtonController.java[]//cgformButton/return/ModelAndView[]//jeecg\/cgform\/button\/cgformButtonList[],def://src/main/webapp/webpage/jeecg/cgform/button/cgformButtonList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgDemoExcelController.java[]//goAdd/return/ModelAndView[]//com\/jeecg\/demo\/excel\/jeecgDemoExcel-add[],def://src/main/webapp/webpage/com/jeecg/demo/excel/jeecgDemoExcel-add.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/config/CgFormHeadController.java[]//addorupdate/return/ModelAndView[]//jeecg\/cgform\/config\/cgFormHead[],def://src/main/webapp/webpage/jeecg/cgform/config/cgFormHead.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/template/CgformTemplateController.java[]//cgformTemplate/return/ModelAndView[]//jeecg\/cgform\/template\/cgformTemplateList[],def://src/main/webapp/webpage/jeecg/cgform/template/cgformTemplateList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//myUserOrgList/return/ModelAndView[]//system\/organzation\/myDepartUserList[],def://src/main/webapp/webpage/system/organzation/myDepartUserList.jsp[]
use://src/main/webapp/webpage/system/role/roleSet.jsp[]//html/body/div/div/div/input/value[]//${roleId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/RoleController.java[]//fun/request.setAttribute[]//roleId[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/com/jeecg/demo/controller/JformOrderCustomer2Controller.java[]//upload/req.setAttribute[]//controller_name[]
use://src/main/webapp/webpage/system/tsinterface/ruleData.jsp[]//html/body/t:formvalid/fieldset/input/value[]//${interfaceId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/TSInterfaceController.java[]//addorupdaterule/req.setAttribute[]//interfaceId[]
def://src/main/java/org/jeecgframework/web/system/controller/core/UserController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
use://src/main/webapp/webpage/system/organzation/comDepartUserList.jsp[]//html/body/div/div/t:datagrid/t:dgdelopt/url[]//${departid }[],def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userOrgList/request.setAttribute[]//departid[]
